OrderID,OrderDate,Category,Region,Supplier,Warehouse,ShipMode,UnitsOrdered,UnitCost,LeadTimeDays,UnitPrice,UnitsShipped,BackorderUnits,ReorderPoint,ShippingDays,Revenue,COGS,Profit,StockoutFlag,OnTimeFlag,OrderMonth
1000313,2025-02-04,Health & Beauty,East,Supplier C,WH-North,Standard,15,325.76,13,460.6,14,1,25,14,6448.4,4560.64,1887.76,1,0,2025-02
1001425,2025-02-04,Apparel,East,Supplier D,WH-West,Same Day,14,410.4,11,671.13,13,1,48,12,8724.69,5335.2,3389.49,1,0,2025-02
1002753,2025-02-04,Health & Beauty,West,Supplier A,WH-West,Express,20,8.17,12,10.07,20,0,73,12,201.4,163.4,38.0,0,0,2025-02
1004545,2025-02-04,Electronics,West,Supplier D,WH-South,Standard,23,339.05,12,480.11,23,0,67,10,11042.53,7798.15,3244.38,0,1,2025-02
1005835,2025-02-04,Home & Kitchen,North,Supplier B,WH-West,Standard,21,325.03,16,448.86,20,1,14,16,8977.2,6500.6,2476.6,1,0,2025-02
1003691,2025-02-04,Apparel,West,Supplier A,WH-South,Standard,13,127.3,16,189.4,12,1,50,16,2272.8,1527.6,745.2,1,0,2025-02
1000778,2025-02-04,Electronics,East,Supplier C,WH-East,Same Day,16,130.5,8,218.46,15,1,70,9,3276.9,1957.5,1319.4,1,0,2025-02
1003067,2025-02-04,Office Supplies,South,Supplier A,WH-West,Express,9,146.55,16,184.83,9,0,34,14,1663.47,1318.95,344.52,0,0,2025-02
1001332,2025-02-04,Apparel,North,Supplier D,WH-West,Standard,6,118.1,6,199.58,5,1,60,6,997.9,590.5,407.4,1,1,2025-02
1001789,2025-02-04,Office Supplies,West,Supplier E,WH-East,Standard,22,303.23,6,496.39,19,3,66,6,9431.41,5761.37,3670.04,1,1,2025-02
1002582,2025-02-05,Apparel,East,Supplier C,WH-North,Standard,11,354.51,6,413.39,9,2,35,8,3720.51,3190.59,529.92,1,1,2025-02
1001440,2025-02-05,Home & Kitchen,South,Supplier A,WH-South,Express,17,386.74,6,509.4,16,1,71,7,8150.4,6187.84,1962.56,1,0,2025-02
1000675,2025-02-05,Home & Kitchen,North,Supplier D,WH-East,Standard,19,113.46,15,154.17,18,1,56,14,2775.06,2042.28,732.78,1,0,2025-02
1000075,2025-02-05,Apparel,East,Supplier B,WH-West,Express,6,159.35,14,209.34,6,0,56,16,1256.04,956.1,299.94,0,0,2025-02
1001034,2025-02-05,Health & Beauty,West,Supplier B,WH-West,Standard,23,185.86,16,314.6,18,5,12,14,5662.8,3345.48,2317.32,1,0,2025-02
1003619,2025-02-06,Office Supplies,North,Supplier B,WH-North,Express,24,330.62,15,402.41,22,2,70,13,8853.02,7273.64,1579.38,1,0,2025-02
1004326,2025-02-06,Home & Kitchen,North,Supplier E,WH-West,Standard,23,161.49,9,240.02,21,2,47,9,5040.42,3391.29,1649.13,1,1,2025-02
1000833,2025-02-06,Home & Kitchen,North,Supplier E,WH-North,Standard,1,144.79,4,248.44,1,0,27,3,248.44,144.79,103.65,0,1,2025-02
1000248,2025-02-06,Electronics,West,Supplier E,WH-West,Standard,23,46.33,17,63.12,23,0,41,19,1451.76,1065.59,386.17,0,0,2025-02
1004276,2025-02-06,Apparel,North,Supplier C,WH-West,Express,8,214.24,5,248.86,6,2,27,5,1493.16,1285.44,207.72,1,1,2025-02
1000219,2025-02-06,Home & Kitchen,West,Supplier B,WH-North,Standard,16,431.65,6,577.94,15,1,73,6,8669.1,6474.75,2194.35,1,1,2025-02
1004044,2025-02-06,Apparel,South,Supplier D,WH-East,Same Day,23,330.12,8,495.03,20,3,45,9,9900.6,6602.4,3298.2,1,0,2025-02
1004005,2025-02-07,Apparel,South,Supplier E,WH-West,Standard,1,13.21,10,23.09,1,0,42,10,23.09,13.21,9.88,0,1,2025-02
1000282,2025-02-07,Office Supplies,East,Supplier B,WH-West,Standard,10,319.02,15,488.28,10,0,78,15,4882.8,3190.2,1692.6,0,0,2025-02
1004279,2025-02-07,Health & Beauty,South,Supplier D,WH-South,Same Day,10,349.12,9,508.69,10,0,28,9,5086.9,3491.2,1595.7,0,0,2025-02
1004907,2025-02-07,Home & Kitchen,West,Supplier D,WH-North,Standard,17,266.39,3,465.87,15,2,12,2,6988.05,3995.85,2992.2,1,1,2025-02
1001881,2025-02-07,Apparel,North,Supplier C,WH-East,Standard,20,437.01,11,517.18,20,0,65,9,10343.6,8740.2,1603.4,0,1,2025-02
1004025,2025-02-07,Health & Beauty,East,Supplier D,WH-South,Standard,11,373.13,6,553.66,10,1,29,4,5536.6,3731.3,1805.3,1,1,2025-02
1003226,2025-02-07,Health & Beauty,East,Supplier A,WH-West,Standard,17,285.64,8,363.73,16,1,57,8,5819.68,4570.24,1249.44,1,1,2025-02
1002667,2025-02-08,Apparel,South,Supplier A,WH-South,Standard,9,327.01,10,502.71,9,0,59,11,4524.39,2943.09,1581.3,0,1,2025-02
1002351,2025-02-08,Office Supplies,West,Supplier C,WH-West,Standard,24,285.78,4,402.42,20,4,61,6,8048.4,5715.6,2332.8,1,1,2025-02
1002703,2025-02-08,Health & Beauty,East,Supplier E,WH-North,Standard,11,234.19,10,339.28,10,1,41,11,3392.8,2341.9,1050.9,1,1,2025-02
1000740,2025-02-08,Electronics,West,Supplier A,WH-North,Standard,9,442.23,12,629.44,9,0,76,11,5664.96,3980.07,1684.89,0,1,2025-02
1002447,2025-02-08,Office Supplies,South,Supplier C,WH-North,Standard,11,167.91,7,238.7,10,1,51,8,2387.0,1679.1,707.9,1,1,2025-02
1005572,2025-02-08,Electronics,South,Supplier D,WH-West,Standard,12,124.25,2,162.25,10,2,12,2,1622.5,1242.5,380.0,1,1,2025-02
1004053,2025-02-08,Electronics,South,Supplier A,WH-South,Standard,12,316.87,16,454.45,11,1,59,15,4998.95,3485.57,1513.38,1,0,2025-02
1000839,2025-02-08,Apparel,North,Supplier B,WH-South,Standard,8,13.66,5,16.73,7,1,36,6,117.11,95.62,21.49,1,1,2025-02
1005387,2025-02-08,Office Supplies,East,Supplier A,WH-East,Express,16,211.93,17,332.2,16,0,68,18,5315.2,3390.88,1924.32,0,0,2025-02
1001133,2025-02-08,Electronics,East,Supplier C,WH-East,Standard,14,8.52,5,13.22,13,1,17,5,171.86,110.76,61.1,1,1,2025-02
1004787,2025-02-08,Home & Kitchen,East,Supplier A,WH-South,Express,22,180.45,3,283.51,19,3,68,3,5386.69,3428.55,1958.14,1,1,2025-02
1005117,2025-02-09,Electronics,South,Supplier D,WH-North,Standard,3,26.53,2,36.1,2,1,77,2,72.2,53.06,19.14,1,1,2025-02
1002327,2025-02-09,Electronics,East,Supplier A,WH-East,Standard,4,175.5,9,218.69,4,0,41,7,874.76,702.0,172.76,0,1,2025-02
1002303,2025-02-09,Electronics,East,Supplier B,WH-East,Express,5,420.58,16,652.91,5,0,16,16,3264.55,2102.9,1161.65,0,0,2025-02
1002730,2025-02-09,Electronics,West,Supplier B,WH-East,Standard,12,364.11,9,577.98,8,4,30,10,4623.84,2912.88,1710.96,1,1,2025-02
1001358,2025-02-09,Office Supplies,South,Supplier B,WH-South,Standard,3,22.34,15,35.74,3,0,57,13,107.22,67.02,40.2,0,0,2025-02
1003177,2025-02-09,Apparel,North,Supplier C,WH-South,Express,9,22.24,13,34.72,9,0,37,12,312.48,200.16,112.32,0,0,2025-02
1003188,2025-02-09,Home & Kitchen,South,Supplier D,WH-North,Express,4,319.77,17,377.02,4,0,58,15,1508.08,1279.08,229.0,0,0,2025-02
1004900,2025-02-09,Electronics,South,Supplier E,WH-West,Standard,17,154.94,7,195.21,15,2,37,5,2928.15,2324.1,604.05,1,1,2025-02
1005091,2025-02-09,Apparel,North,Supplier A,WH-East,Standard,8,141.65,14,188.05,7,1,56,14,1316.35,991.55,324.8,1,0,2025-02
1003497,2025-02-10,Electronics,South,Supplier B,WH-East,Standard,13,282.91,12,325.76,11,2,36,12,3583.36,3112.01,471.35,1,1,2025-02
1005421,2025-02-10,Health & Beauty,West,Supplier E,WH-West,Standard,20,373.76,13,445.78,20,0,54,14,8915.6,7475.2,1440.4,0,0,2025-02
1003076,2025-02-10,Electronics,East,Supplier C,WH-East,Standard,14,352.61,13,562.58,12,2,22,12,6750.96,4231.32,2519.64,1,1,2025-02
1004164,2025-02-10,Electronics,West,Supplier C,WH-South,Same Day,17,390.86,13,674.37,14,3,17,15,9441.18,5472.04,3969.14,1,0,2025-02
1000148,2025-02-10,Electronics,West,Supplier E,WH-North,Standard,8,155.08,17,230.54,5,3,37,17,1152.7,775.4,377.3,1,0,2025-02
1001131,2025-02-10,Apparel,East,Supplier E,WH-North,Express,6,203.7,9,271.44,6,0,56,8,1628.64,1222.2,406.44,0,0,2025-02
1002629,2025-02-10,Apparel,South,Supplier C,WH-North,Express,10,144.1,14,176.26,10,0,32,14,1762.6,1441.0,321.6,0,0,2025-02
1002111,2025-02-10,Office Supplies,West,Supplier E,WH-South,Standard,17,38.8,8,52.57,16,1,31,6,841.12,620.8,220.32,1,1,2025-02
1000123,2025-02-10,Electronics,South,Supplier B,WH-East,Standard,8,133.7,7,164.39,7,1,29,7,1150.73,935.9,214.83,1,1,2025-02
1005204,2025-02-10,Home & Kitchen,North,Supplier D,WH-West,Standard,7,415.6,8,537.83,7,0,15,8,3764.81,2909.2,855.61,0,1,2025-02
1002320,2025-02-10,Office Supplies,South,Supplier A,WH-North,Express,14,308.04,11,535.6,13,1,31,9,6962.8,4004.52,2958.28,1,0,2025-02
1003642,2025-02-11,Home & Kitchen,North,Supplier D,WH-West,Standard,8,216.5,6,369.64,8,0,72,4,2957.12,1732.0,1225.12,0,1,2025-02
1002522,2025-02-11,Apparel,South,Supplier C,WH-South,Standard,19,138.51,11,184.43,17,2,41,13,3135.31,2354.67,780.64,1,0,2025-02
1002806,2025-02-11,Office Supplies,West,Supplier E,WH-South,Standard,18,98.75,5,150.72,16,2,72,5,2411.52,1580.0,831.52,1,1,2025-02
1005777,2025-02-11,Health & Beauty,North,Supplier B,WH-West,Express,23,52.25,6,79.43,20,3,55,8,1588.6,1045.0,543.6,1,0,2025-02
1003325,2025-02-11,Office Supplies,South,Supplier A,WH-West,Express,6,90.64,14,126.51,5,1,61,16,632.55,453.2,179.35,1,0,2025-02
1000386,2025-02-11,Home & Kitchen,North,Supplier D,WH-West,Same Day,24,433.44,9,580.4,22,2,45,9,12768.8,9535.68,3233.12,1,0,2025-02
1000691,2025-02-11,Office Supplies,East,Supplier C,WH-North,Standard,13,128.65,15,205.16,11,2,38,16,2256.76,1415.15,841.61,1,0,2025-02
1000657,2025-02-12,Office Supplies,South,Supplier A,WH-South,Standard,9,302.38,8,389.64,7,2,65,9,2727.48,2116.66,610.82,1,1,2025-02
1004700,2025-02-12,Health & Beauty,South,Supplier B,WH-North,Standard,7,179.69,2,312.51,7,0,63,1,2187.57,1257.83,929.74,0,1,2025-02
1005860,2025-02-12,Electronics,South,Supplier C,WH-West,Standard,19,151.81,10,264.92,15,4,66,11,3973.8,2277.15,1696.65,1,1,2025-02
1003780,2025-02-12,Electronics,East,Supplier E,WH-North,Same Day,16,33.51,3,51.07,15,1,20,1,766.05,502.65,263.4,1,1,2025-02
1004384,2025-02-12,Office Supplies,South,Supplier E,WH-West,Standard,11,270.12,7,336.27,11,0,66,5,3698.97,2971.32,727.65,0,1,2025-02
1001842,2025-02-13,Office Supplies,West,Supplier E,WH-East,Standard,7,309.22,14,487.32,5,2,24,14,2436.6,1546.1,890.5,1,0,2025-02
1005722,2025-02-13,Electronics,East,Supplier B,WH-South,Standard,17,175.21,10,241.18,15,2,43,12,3617.7,2628.15,989.55,1,1,2025-02
1001028,2025-02-13,Apparel,North,Supplier D,WH-South,Same Day,6,310.07,12,430.06,5,1,54,11,2150.3,1550.35,599.95,1,0,2025-02
1005707,2025-02-13,Office Supplies,South,Supplier E,WH-East,Standard,4,25.46,14,40.52,4,0,43,14,162.08,101.84,60.24,0,0,2025-02
1000972,2025-02-13,Health & Beauty,South,Supplier B,WH-East,Standard,19,92.07,13,120.51,18,1,18,14,2169.18,1657.26,511.92,1,0,2025-02
1004119,2025-02-14,Electronics,East,Supplier C,WH-East,Standard,1,241.74,8,285.53,1,0,37,8,285.53,241.74,43.79,0,1,2025-02
1001071,2025-02-14,Apparel,South,Supplier D,WH-East,Standard,24,8.21,4,10.81,21,3,57,2,227.01,172.41,54.6,1,1,2025-02
1001093,2025-02-14,Electronics,East,Supplier E,WH-South,Same Day,19,441.72,3,517.81,18,1,10,1,9320.58,7950.96,1369.62,1,1,2025-02
1005930,2025-02-14,Electronics,East,Supplier D,WH-East,Same Day,21,361.54,8,495.71,18,3,78,7,8922.78,6507.72,2415.06,1,0,2025-02
1000185,2025-02-14,Apparel,South,Supplier D,WH-South,Standard,16,16.9,10,19.5,15,1,52,9,292.5,253.5,39.0,1,1,2025-02
1004579,2025-02-15,Electronics,West,Supplier E,WH-West,Standard,6,87.89,11,119.74,6,0,70,10,718.44,527.34,191.1,0,1,2025-02
1003833,2025-02-15,Home & Kitchen,North,Supplier B,WH-South,Same Day,7,191.1,5,224.36,5,2,12,7,1121.8,955.5,166.3,1,0,2025-02
1003871,2025-02-15,Electronics,East,Supplier D,WH-South,Standard,22,292.17,7,442.25,20,2,18,7,8845.0,5843.4,3001.6,1,1,2025-02
1001658,2025-02-15,Home & Kitchen,South,Supplier E,WH-South,Standard,20,75.96,9,90.91,19,1,72,9,1727.29,1443.24,284.05,1,1,2025-02
1003284,2025-02-15,Health & Beauty,West,Supplier A,WH-East,Standard,16,21.55,16,30.49,15,1,73,16,457.35,323.25,134.1,1,0,2025-02
1003640,2025-02-15,Office Supplies,South,Supplier E,WH-West,Express,2,259.19,7,397.09,2,0,25,8,794.18,518.38,275.8,0,0,2025-02
1004295,2025-02-15,Home & Kitchen,West,Supplier A,WH-South,Standard,7,323.85,6,462.29,7,0,10,8,3236.03,2266.95,969.08,0,1,2025-02
1005087,2025-02-15,Office Supplies,East,Supplier D,WH-North,Standard,17,120.46,9,182.86,16,1,32,9,2925.76,1927.36,998.4,1,1,2025-02
1002644,2025-02-16,Apparel,West,Supplier C,WH-West,Standard,24,69.29,12,80.11,22,2,25,11,1762.42,1524.38,238.04,1,1,2025-02
1004345,2025-02-16,Electronics,West,Supplier B,WH-West,Standard,20,328.5,7,394.02,20,0,40,9,7880.4,6570.0,1310.4,0,1,2025-02
1004642,2025-02-16,Health & Beauty,West,Supplier E,WH-South,Express,7,90.06,14,129.79,6,1,13,14,778.74,540.36,238.38,1,0,2025-02
1000531,2025-02-16,Home & Kitchen,South,Supplier D,WH-North,Standard,1,369.18,7,644.95,1,0,59,7,644.95,369.18,275.77,0,1,2025-02
1004531,2025-02-17,Home & Kitchen,North,Supplier C,WH-South,Standard,5,121.83,12,162.04,4,1,38,12,648.16,487.32,160.84,1,1,2025-02
1004687,2025-02-17,Home & Kitchen,West,Supplier D,WH-North,Express,2,365.04,3,620.87,2,0,77,4,1241.74,730.08,511.66,0,1,2025-02
1004557,2025-02-17,Office Supplies,West,Supplier B,WH-South,Standard,20,234.03,14,397.95,19,1,75,15,7561.05,4446.57,3114.48,1,0,2025-02
1004357,2025-02-17,Apparel,North,Supplier C,WH-North,Same Day,6,370.48,5,632.36,5,1,32,5,3161.8,1852.4,1309.4,1,0,2025-02
1005990,2025-02-17,Health & Beauty,West,Supplier B,WH-West,Standard,19,388.2,7,566.48,17,2,24,9,9630.16,6599.4,3030.76,1,1,2025-02
1002588,2025-02-17,Home & Kitchen,West,Supplier E,WH-East,Standard,7,348.64,15,420.49,7,0,22,15,2943.43,2440.48,502.95,0,0,2025-02
1002808,2025-02-17,Electronics,East,Supplier C,WH-South,Standard,8,361.72,2,429.13,8,0,46,1,3433.04,2893.76,539.28,0,1,2025-02
1004330,2025-02-17,Apparel,East,Supplier E,WH-West,Express,19,289.68,6,356.6,19,0,49,5,6775.4,5503.92,1271.48,0,1,2025-02
1003575,2025-02-17,Office Supplies,East,Supplier C,WH-West,Standard,20,425.11,3,520.16,19,1,42,3,9883.04,8077.09,1805.95,1,1,2025-02
1000023,2025-02-17,Electronics,East,Supplier A,WH-North,Express,20,340.91,8,405.25,19,1,52,7,7699.75,6477.29,1222.46,1,0,2025-02
1001653,2025-02-17,Health & Beauty,East,Supplier C,WH-North,Standard,10,302.28,17,441.04,8,2,22,15,3528.32,2418.24,1110.08,1,0,2025-02
1002027,2025-02-17,Apparel,West,Supplier B,WH-South,Same Day,4,56.46,8,77.75,2,2,70,6,155.5,112.92,42.58,1,0,2025-02
1001471,2025-02-17,Electronics,East,Supplier B,WH-East,Standard,6,295.79,4,462.23,5,1,50,3,2311.15,1478.95,832.2,1,1,2025-02
1005414,2025-02-18,Office Supplies,South,Supplier A,WH-North,Express,17,147.42,10,232.75,16,1,21,12,3724.0,2358.72,1365.28,1,0,2025-02
1000681,2025-02-18,Apparel,West,Supplier E,WH-West,Standard,23,233.86,9,332.92,20,3,11,8,6658.4,4677.2,1981.2,1,1,2025-02
1000261,2025-02-18,Apparel,South,Supplier C,WH-West,Express,19,291.45,12,466.28,18,1,77,12,8393.04,5246.1,3146.94,1,0,2025-02
1000630,2025-02-18,Electronics,West,Supplier B,WH-North,Standard,21,95.52,17,128.89,20,1,68,17,2577.8,1910.4,667.4,1,0,2025-02
1004833,2025-02-18,Health & Beauty,East,Supplier D,WH-West,Standard,21,8.23,3,12.1,18,3,48,2,217.8,148.14,69.66,1,1,2025-02
1005686,2025-02-18,Office Supplies,East,Supplier B,WH-North,Standard,18,129.33,8,221.02,17,1,35,6,3757.34,2198.61,1558.73,1,1,2025-02
1000227,2025-02-19,Home & Kitchen,West,Supplier B,WH-West,Standard,23,428.97,2,645.67,21,2,33,2,13559.07,9008.37,4550.7,1,1,2025-02
1003434,2025-02-19,Health & Beauty,West,Supplier D,WH-North,Standard,1,359.41,2,467.79,1,0,48,3,467.79,359.41,108.38,0,1,2025-02
1005521,2025-02-19,Electronics,East,Supplier B,WH-West,Standard,20,259.39,4,364.73,18,2,70,6,6565.14,4669.02,1896.12,1,1,2025-02
1001823,2025-02-19,Apparel,North,Supplier A,WH-East,Standard,6,374.18,5,535.06,5,1,74,6,2675.3,1870.9,804.4,1,1,2025-02
1005200,2025-02-19,Home & Kitchen,West,Supplier C,WH-South,Standard,18,293.44,3,340.81,14,4,42,5,4771.34,4108.16,663.18,1,1,2025-02
1004625,2025-02-19,Home & Kitchen,North,Supplier C,WH-North,Standard,19,101.22,4,160.04,18,1,47,4,2880.72,1821.96,1058.76,1,1,2025-02
1002510,2025-02-19,Office Supplies,North,Supplier A,WH-West,Standard,17,269.79,5,402.66,16,1,16,7,6442.56,4316.64,2125.92,1,1,2025-02
1004561,2025-02-19,Electronics,South,Supplier C,WH-West,Express,18,125.59,15,177.84,17,1,66,15,3023.28,2135.03,888.25,1,0,2025-02
1001475,2025-02-19,Electronics,North,Supplier B,WH-North,Express,10,173.77,11,277.03,8,2,36,9,2216.24,1390.16,826.08,1,0,2025-02
1003025,2025-02-20,Office Supplies,West,Supplier E,WH-East,Standard,21,10.59,16,17.52,18,3,76,18,315.36,190.62,124.74,1,0,2025-02
1003495,2025-02-20,Office Supplies,South,Supplier B,WH-East,Standard,18,416.39,5,541.76,16,2,19,6,8668.16,6662.24,2005.92,1,1,2025-02
1002083,2025-02-20,Home & Kitchen,North,Supplier D,WH-South,Express,16,284.21,9,489.73,15,1,37,9,7345.95,4263.15,3082.8,1,0,2025-02
1005173,2025-02-20,Apparel,East,Supplier B,WH-East,Express,6,255.28,16,347.25,6,0,41,16,2083.5,1531.68,551.82,0,0,2025-02
1000507,2025-02-20,Home & Kitchen,South,Supplier B,WH-West,Standard,22,96.27,6,140.79,20,2,26,6,2815.8,1925.4,890.4,1,1,2025-02
1000523,2025-02-21,Health & Beauty,East,Supplier E,WH-East,Express,16,86.34,17,105.5,16,0,37,18,1688.0,1381.44,306.56,0,0,2025-02
1001897,2025-02-21,Health & Beauty,East,Supplier C,WH-West,Standard,12,232.41,9,354.71,11,1,77,8,3901.81,2556.51,1345.3,1,1,2025-02
1004171,2025-02-21,Home & Kitchen,South,Supplier D,WH-South,Standard,14,284.05,12,374.7,13,1,79,11,4871.1,3692.65,1178.45,1,1,2025-02
1001240,2025-02-21,Home & Kitchen,West,Supplier C,WH-North,Standard,13,274.47,5,478.34,12,1,63,7,5740.08,3293.64,2446.44,1,1,2025-02
1001158,2025-02-21,Apparel,East,Supplier A,WH-South,Standard,16,436.66,15,634.92,15,1,72,16,9523.8,6549.9,2973.9,1,0,2025-02
1002685,2025-02-21,Health & Beauty,East,Supplier D,WH-West,Standard,7,55.42,13,85.65,7,0,14,11,599.55,387.94,211.61,0,1,2025-02
1002326,2025-02-22,Home & Kitchen,West,Supplier A,WH-West,Express,13,121.82,9,150.18,13,0,59,9,1952.34,1583.66,368.68,0,0,2025-02
1003315,2025-02-22,Office Supplies,North,Supplier B,WH-West,Standard,7,104.39,5,124.83,6,1,25,5,748.98,626.34,122.64,1,1,2025-02
1005442,2025-02-22,Health & Beauty,South,Supplier C,WH-North,Standard,15,220.82,17,286.21,15,0,11,19,4293.15,3312.3,980.85,0,0,2025-02
1004198,2025-02-22,Apparel,East,Supplier D,WH-South,Standard,3,103.2,16,157.22,2,1,65,14,314.44,206.4,108.04,1,0,2025-02
1002205,2025-02-22,Health & Beauty,South,Supplier E,WH-North,Standard,1,24.63,4,42.1,1,0,79,2,42.1,24.63,17.47,0,1,2025-02
1004380,2025-02-22,Office Supplies,West,Supplier D,WH-North,Standard,19,210.99,15,287.73,16,3,14,14,4603.68,3375.84,1227.84,1,0,2025-02
1001003,2025-02-22,Office Supplies,North,Supplier A,WH-West,Standard,20,186.06,2,303.07,19,1,78,3,5758.33,3535.14,2223.19,1,1,2025-02
1005444,2025-02-22,Health & Beauty,West,Supplier D,WH-East,Standard,7,435.56,3,593.86,7,0,63,3,4157.02,3048.92,1108.1,0,1,2025-02
1003369,2025-02-22,Health & Beauty,West,Supplier C,WH-East,Standard,7,296.29,10,487.82,7,0,31,10,3414.74,2074.03,1340.71,0,1,2025-02
1000111,2025-02-22,Health & Beauty,North,Supplier B,WH-North,Express,11,161.17,8,226.73,11,0,74,8,2494.03,1772.87,721.16,0,0,2025-02
1001546,2025-02-22,Apparel,West,Supplier A,WH-North,Same Day,6,410.61,10,635.36,4,2,14,9,2541.44,1642.44,899.0,1,0,2025-02
1004368,2025-02-23,Health & Beauty,East,Supplier A,WH-West,Standard,16,235.99,12,294.62,15,1,68,13,4419.3,3539.85,879.45,1,0,2025-02
1000290,2025-02-23,Apparel,East,Supplier C,WH-West,Express,8,279.86,3,325.41,7,1,45,4,2277.87,1959.02,318.85,1,1,2025-02
1004111,2025-02-23,Home & Kitchen,South,Supplier A,WH-West,Express,16,257.53,16,426.63,15,1,40,17,6399.45,3862.95,2536.5,1,0,2025-02
1002133,2025-02-23,Apparel,North,Supplier B,WH-East,Standard,14,69.45,8,119.88,13,1,46,9,1558.44,902.85,655.59,1,1,2025-02
1001891,2025-02-23,Apparel,South,Supplier E,WH-South,Express,9,237.34,4,294.61,8,1,78,4,2356.88,1898.72,458.16,1,1,2025-02
1000533,2025-02-23,Apparel,West,Supplier A,WH-South,Standard,17,256.65,5,402.33,17,0,44,3,6839.61,4363.05,2476.56,0,1,2025-02
1003280,2025-02-23,Apparel,East,Supplier E,WH-West,Express,19,174.51,13,257.8,19,0,69,11,4898.2,3315.69,1582.51,0,0,2025-02
1003332,2025-02-23,Apparel,East,Supplier D,WH-North,Standard,11,278.28,12,442.45,10,1,49,12,4424.5,2782.8,1641.7,1,1,2025-02
1004455,2025-02-23,Health & Beauty,South,Supplier C,WH-West,Standard,15,188.24,7,272.31,13,2,16,5,3540.03,2447.12,1092.91,1,1,2025-02
1001066,2025-02-23,Electronics,East,Supplier C,WH-West,Standard,12,254.2,4,297.09,12,0,30,6,3565.08,3050.4,514.68,0,1,2025-02
1005802,2025-02-23,Electronics,North,Supplier A,WH-North,Standard,4,75.19,16,95.57,4,0,22,14,382.28,300.76,81.52,0,0,2025-02
1004994,2025-02-23,Health & Beauty,East,Supplier E,WH-East,Standard,11,427.47,10,680.8,11,0,10,10,7488.8,4702.17,2786.63,0,1,2025-02
1001136,2025-02-23,Apparel,East,Supplier A,WH-East,Standard,13,309.66,8,385.15,12,1,35,8,4621.8,3715.92,905.88,1,1,2025-02
1002424,2025-02-23,Apparel,North,Supplier A,WH-South,Standard,2,294.52,16,417.66,2,0,45,14,835.32,589.04,246.28,0,0,2025-02
1002635,2025-02-24,Office Supplies,South,Supplier A,WH-South,Standard,5,206.59,14,315.13,4,1,43,13,1260.52,826.36,434.16,1,0,2025-02
1003690,2025-02-24,Apparel,North,Supplier B,WH-East,Standard,22,225.55,2,375.34,21,1,15,1,7882.14,4736.55,3145.59,1,1,2025-02
1005953,2025-02-24,Office Supplies,North,Supplier B,WH-West,Standard,5,29.56,17,35.16,5,0,23,15,175.8,147.8,28.0,0,0,2025-02
1005746,2025-02-24,Apparel,North,Supplier B,WH-North,Standard,12,53.37,9,77.14,11,1,53,7,848.54,587.07,261.47,1,1,2025-02
1003361,2025-02-24,Apparel,West,Supplier E,WH-North,Standard,4,419.83,3,484.73,2,2,65,2,969.46,839.66,129.8,1,1,2025-02
1003797,2025-02-24,Electronics,South,Supplier D,WH-West,Express,8,428.33,8,495.03,6,2,17,9,2970.18,2569.98,400.2,1,0,2025-02
1004071,2025-02-24,Home & Kitchen,North,Supplier E,WH-South,Express,21,366.62,7,432.01,20,1,11,7,8640.2,7332.4,1307.8,1,0,2025-02
1003973,2025-02-24,Health & Beauty,East,Supplier D,WH-North,Standard,7,74.18,10,86.95,7,0,22,11,608.65,519.26,89.39,0,1,2025-02
1001617,2025-02-25,Electronics,South,Supplier B,WH-West,Express,4,136.06,5,162.54,3,1,74,5,487.62,408.18,79.44,1,1,2025-02
1000787,2025-02-25,Apparel,West,Supplier D,WH-East,Standard,19,412.41,15,515.3,17,2,44,17,8760.1,7010.97,1749.13,1,0,2025-02
1000291,2025-02-25,Apparel,North,Supplier C,WH-East,Standard,14,234.39,6,373.99,12,2,17,8,4487.88,2812.68,1675.2,1,1,2025-02
1005093,2025-02-25,Office Supplies,North,Supplier B,WH-East,Standard,13,144.57,7,234.65,13,0,50,5,3050.45,1879.41,1171.04,0,1,2025-02
1001041,2025-02-25,Apparel,South,Supplier E,WH-East,Standard,4,59.84,2,72.37,3,1,31,1,217.11,179.52,37.59,1,1,2025-02
1000615,2025-02-25,Apparel,East,Supplier C,WH-East,Express,12,349.21,9,506.73,12,0,30,8,6080.76,4190.52,1890.24,0,0,2025-02
1002481,2025-02-25,Apparel,South,Supplier C,WH-North,Standard,9,274.87,8,426.89,8,1,27,6,3415.12,2198.96,1216.16,1,1,2025-02
1005082,2025-02-25,Office Supplies,East,Supplier D,WH-West,Standard,15,181.18,12,244.05,15,0,27,12,3660.75,2717.7,943.05,0,1,2025-02
1003893,2025-02-25,Health & Beauty,East,Supplier D,WH-East,Standard,5,404.47,9,571.79,5,0,63,9,2858.95,2022.35,836.6,0,1,2025-02
1002426,2025-02-25,Apparel,East,Supplier E,WH-South,Standard,9,88.53,10,149.43,7,2,51,10,1046.01,619.71,426.3,1,1,2025-02
1002453,2025-02-26,Apparel,North,Supplier D,WH-South,Express,23,253.46,9,356.28,20,3,47,9,7125.6,5069.2,2056.4,1,0,2025-02
1005699,2025-02-26,Health & Beauty,North,Supplier E,WH-North,Standard,4,20.64,5,31.19,4,0,69,3,124.76,82.56,42.2,0,1,2025-02
1004161,2025-02-26,Apparel,South,Supplier A,WH-East,Standard,20,101.72,5,134.21,18,2,63,4,2415.78,1830.96,584.82,1,1,2025-02
